"","i","j","w"
"5094",818,153,176
"5962",818,155,2
"4592",818,158,25975
"5515",818,160,2
"4113",818,161,297
"3895",818,168,750
"4829",818,179,4435
"5200",818,187,2
"3897",818,192,4
"5254",818,198,2
"4319",818,206,737
"6035",818,209,4376
"3887",818,215,4
"4557",818,220,800
"5095",818,225,149
"5529",818,236,2
"5770",818,237,1674
"5659",818,238,2250
"5767",818,254,909
"5270",818,259,1428
"4417",818,264,559
"3889",818,274,4
"3888",818,289,742
"5090",818,293,1009
"5422",818,298,2
"4825",818,300,2581
"5838",818,305,8097
"4221",818,315,3
"4418",818,318,3284
"5524",818,325,2
"5092",818,329,164
"4121",818,331,57158
"5148",818,344,2
"4533",818,349,21053
"5399",818,355,2
"5675",818,367,16000
"4503",818,380,3
"5920",818,404,2
"4321",818,414,878
"5658",818,419,2990
"4823",818,438,3384
"5766",818,446,3565
"4830",818,457,3241
"3893",818,483,4
"5229",818,486,2
"5768",818,497,2528
"5258",818,513,4773
"4215",818,527,230
"3890",818,528,4
"4130",818,529,7067
"5113",818,530,2
"4824",818,542,3101
"4416",818,548,1096
"3914",818,550,2
"5415",818,553,613
"4212",818,576,357
"4827",818,598,3317
"4213",818,616,235
"6055",818,656,2
"4114",818,660,67
"4828",818,675,2920
"5656",818,679,10363
"4826",818,680,5089
"5097",818,698,164
"5093",818,704,308
"4532",818,748,1219
"4531",818,755,1305
"5657",818,767,2296
"4831",818,773,2821
"5769",818,779,18692
"5660",818,783,2561
"3892",818,785,4
"4322",818,806,375
"5091",818,823,190
"5331",822,161,486
"5329",822,192,479
"5330",822,274,478
"4241",822,550,8584
"4242",822,576,3914
"4238",822,616,40822
"4934",823,61,458
"4926",823,80,430
"4937",823,153,2395
"4948",823,179,531
"4935",823,192,423
"4933",823,206,490
"4936",823,215,341
"4930",823,220,544
"4938",823,225,696
"4943",823,274,443
"4942",823,300,489
"4944",823,318,416
"4929",823,329,1170
"4931",823,438,512
"4949",823,457,509
"4951",823,483,465
"4928",823,527,327
"5118",823,530,2
"4932",823,542,505
"4940",823,598,511
"4927",823,616,367
"4941",823,675,500
"4939",823,680,540
"4946",823,698,1198
"4945",823,748,333
"4950",823,773,497
"4947",823,818,604
"2092",825,47,72
"2284",825,118,2692
"2094",825,285,56
"2210",825,341,5
"2289",825,682,5
"2093",825,691,56
"2091",825,754,56
